Date,posTop1,negTop1,neuTop1,comTop1,posTop2,negTop2,neuTop2,comTop2,posTop3,negTop3,neuTop3,comTop3,posTop4,negTop4,neuTop4,comTop4,posTop5,negTop5,neuTop5,comTop5,posTop6,negTop6,neuTop6,comTop6,posTop7,negTop7,neuTop7,comTop7,posTop8,negTop8,neuTop8,comTop8,posTop9,negTop9,neuTop9,comTop9,posTop10,negTop10,neuTop10,comTop10,posTop11,negTop11,neuTop11,comTop11,posTop12,negTop12,neuTop12,comTop12,posTop13,negTop13,neuTop13,comTop13,posTop14,negTop14,neuTop14,comTop14,posTop15,negTop15,neuTop15,comTop15,posTop16,negTop16,neuTop16,comTop16,posTop17,negTop17,neuTop17,comTop17,posTop18,negTop18,neuTop18,comTop18,posTop19,negTop19,neuTop19,comTop19,posTop20,negTop20,neuTop20,comTop20,posTop21,negTop21,neuTop21,comTop21,posTop22,negTop22,neuTop22,comTop22,posTop23,negTop23,neuTop23,comTop23,posTop24,negTop24,neuTop24,comTop24,posTop25,negTop25,neuTop25,comTop25
2015/1/22,0,0.466,0.534,-0.7269,0.042,0.362,0.597,-0.9525,0.061,0.157,0.783,-0.5106,0,0,1,0,0.027,0.154,0.819,-0.743,0,0.217,0.783,-0.3612,0,0.101,0.899,-0.6486,0.026,0.121,0.853,-0.6124,0,0,1,0,0,0.538,0.462,-0.7906,0,0.31,0.69,-0.743,0,0,1,0,0,0.203,0.797,-0.2023,0,0.172,0.828,-0.6369,0.102,0.25,0.648,-0.3818,0.145,0.218,0.636,-0.2023,0,0.245,0.755,-0.3818,0,0.195,0.805,-0.5256,0,0.247,0.753,-0.5574,0,0.351,0.649,-0.6597,0.199,0.06,0.741,0.6124,0,0.545,0.455,-0.7351,0.259,0,0.741,0.4215,0.217,0,0.783,0.3612,0,0.325,0.675,-0.9601
2015/1/23,0,0.438,0.562,-0.8979,0,0.375,0.625,-0.5574,0.259,0,0.741,0.5994,0,0.355,0.645,-0.5267,0,0,1,0,0,0.128,0.872,-0.6249,0.142,0.131,0.727,0.1027,0,0,1,0,0.202,0.14,0.659,0.1531,0.228,0.286,0.485,-0.296,0,0,1,0,0.515,0,0.485,0.6486,0,0.228,0.772,-0.7717,0,0.397,0.603,-0.5574,0,0.388,0.612,-0.5859,0,0.173,0.827,-0.3182,0,0.111,0.889,-0.25,0,0.512,0.488,-0.8126,0,0,1,0,0,0,1,0,0.174,0,0.826,0.2732,0.033,0.193,0.773,-0.7783,0,0.675,0.325,-0.8074,0.16,0.168,0.672,-0.0258,0,0.388,0.612,-0.4215
2015/1/26,0,0,1,0,0,0,1,0,0,0.278,0.722,-0.4019,0.116,0.09,0.794,0,0.055,0.352,0.593,-0.7906,0,0.276,0.724,-0.4939,0,0.375,0.625,-0.8402,0.023,0.257,0.72,-0.9081,0.255,0,0.745,0.34,0,0.341,0.659,-0.7351,0.432,0,0.568,0.5859,0,0,1,0,0,0,1,0,0.074,0.065,0.862,0.0772,0.077,0.099,0.824,-0.2023,0,0.603,0.397,-0.8225,0,0.204,0.796,-0.3182,0.195,0.236,0.569,-0.128,0.281,0.134,0.585,0.6486,0.104,0,0.896,0.1027,0,0.483,0.517,-0.8555,0,0.149,0.851,-0.2732,0,0.545,0.455,-0.9001,0.381,0,0.619,0.5719,0,0,1,0
2015/1/27,0,0,1,0,0,0.174,0.826,-0.2732,0,0.326,0.674,-0.4404,0,0,1,0,0.243,0.196,0.561,0.128,0.246,0.393,0.361,-0.5423,0,0,1,0,0.153,0,0.847,0.4019,0.205,0,0.795,0.4767,0.23,0.279,0.492,-0.1531,0.104,0.354,0.542,-0.9201,0,0.346,0.654,-0.6486,0,0,1,0,0.036,0.443,0.521,-0.926,0,0,1,0,0.192,0.308,0.5,-0.34,0,0.32,0.68,-0.5106,0,0.597,0.403,-0.93,0,0.053,0.947,-0.296,0.464,0,0.536,0.6369,0.165,0.284,0.55,-0.3182,0,0.294,0.706,-0.3612,0,0.346,0.654,-0.6486,0.156,0,0.844,0.34,0,0.259,0.741,-0.955
2015/1/28,0,0.163,0.837,-0.5106,0,0.558,0.442,-0.743,0,0,1,0,0,0,1,0,0.253,0,0.747,0.8807,0.294,0,0.706,0.3612,0,0.551,0.449,-0.8625,0.098,0,0.902,0.3612,0,0,1,0,0,0,1,0,0,0.211,0.789,-0.4939,0.302,0,0.698,0.6369,0,0.407,0.593,-0.5859,0,0,1,0,0,0.494,0.506,-0.7783,0,0.205,0.795,-0.5574,0.088,0.103,0.809,-0.0516,0,0.211,0.789,-0.34,0,0,1,0,0,0,1,0,0,0.27,0.73,-0.5719,0,0.603,0.397,-0.8225,0,0.286,0.714,-0.7506,0,0.239,0.761,-0.296,0,0.405,0.595,-0.5267
2015/1/29,0,0.375,0.625,-0.7184,0,0,1,0,0,0.149,0.851,-0.2732,0,0.423,0.577,-0.6597,0.235,0.318,0.447,-0.128,0.057,0.084,0.859,-0.3182,0.144,0.156,0.7,-0.1779,0,0,1,0,0.144,0.169,0.688,-0.1027,0,0.314,0.686,-0.4939,0,0.508,0.492,-0.7351,0,0.196,0.804,-0.296,0.174,0.374,0.452,-0.4767,0,0.268,0.732,-0.296,0,0.286,0.714,-0.4939,0,0.306,0.694,-0.296,0,0.421,0.579,-0.6249,0.222,0.2,0.578,-0.128,0,0.222,0.778,-0.5719,0,0,1,0,0,0.189,0.811,-0.5423,0,0.38,0.62,-0.8689,0,0,1,0,0,0.257,0.743,-0.6705,0.076,0,0.924,0.2023
2015/1/30,0,0,1,0,0,0,1,0,0,0.464,0.536,-0.6369,0,0.444,0.556,-0.9042,0,0.077,0.923,-0.4588,0,0,1,0,0,0.225,0.775,-0.4939,0,0,1,0,0,0,1,0,0,0,1,0,0.16,0,0.84,0.2732,0,0,1,0,0,0.375,0.625,-0.5859,0,0,1,0,0,0,1,0,0.168,0.184,0.649,-0.0772,0,0.18,0.82,-0.296,0.072,0,0.928,0.2732,0.164,0.178,0.658,-0.0516,0,0.29,0.71,-0.6705,0.148,0.06,0.792,0.4939,0,0,1,0,0.077,0,0.923,0.128,0,0.299,0.701,-0.6908,0,0.317,0.683,-0.6249
2015/2/2,0.238,0.135,0.627,0.6633,0,0,1,0,0.072,0.246,0.683,-0.7269,0.094,0.217,0.689,-0.7003,0.052,0.052,0.896,0,0,0.16,0.84,-0.7096,0,0,1,0,0,0.412,0.588,-0.6486,0.067,0.264,0.669,-0.7184,0,0,1,0,0.141,0.346,0.513,-0.3818,0.086,0.271,0.643,-0.8422,0.135,0,0.865,0.1027,0,0.171,0.829,-0.5106,0,0.242,0.758,-0.4939,0,0.216,0.784,-0.5859,0.302,0,0.698,0.3818,0,0,1,0,0,0,1,0,0.069,0.143,0.788,-0.25,0,0.222,0.778,-0.7184,0.108,0.34,0.552,-0.7906,0,0,1,0,0,0.299,0.701,-0.5719,0,0,1,0
2015/2/3,0.244,0,0.756,0.6369,0,0,1,0,0,0.524,0.476,-0.8271,0,0.193,0.807,-0.8519,0,0.039,0.961,-0.1779,0.25,0,0.75,0.6124,0,0.248,0.752,-0.5106,0,0.37,0.63,-0.6908,0.117,0.083,0.801,0.1027,0,0.381,0.619,-0.5719,0,0,1,0,0,0.2,0.8,-0.25,0,0.173,0.827,-0.3182,0,0.137,0.863,-0.2263,0,0,1,0,0.398,0,0.602,0.6486,0,0,1,0,0,0.27,0.73,-0.4019,0,0,1,0,0,0,1,0,0.058,0.127,0.815,-0.4404,0,0,1,0,0,0.069,0.931,-0.1027,0,0,1,0,0,0.149,0.851,-0.2732
2015/2/4,0,0.401,0.599,-0.7717,0,0,1,0,0.394,0,0.606,0.3818,0,0.302,0.698,-0.5994,0.111,0.304,0.585,-0.5106,0,0.47,0.53,-0.7351,0,0.278,0.722,-0.4019,0,0,1,0,0,0.312,0.688,-0.8271,0.149,0.176,0.676,-0.1531,0,0.309,0.691,-0.7717,0,0.263,0.737,-0.7469,0.064,0.219,0.717,-0.8484,0.21,0,0.79,0.4449,0.24,0.279,0.481,-0.1027,0,0.216,0.784,-0.296,0,0.286,0.714,-0.5574,0,0.281,0.719,-0.6908,0,0.515,0.485,-0.6486,0,0,1,0,0,0,1,0,0,0.292,0.708,-0.5106,0,0.248,0.752,-0.5106,0,0.237,0.763,-0.7096,0,0.194,0.806,-0.34
2015/2/5,0,0.463,0.537,-0.7845,0,0.18,0.82,-0.5106,0,0.167,0.833,-0.296,0.246,0,0.754,0.5563,0.12,0.4,0.48,-0.5423,0.224,0,0.776,0.3818,0.144,0.224,0.632,-0.34,0.36,0.041,0.599,0.9136,0,0,1,0,0.206,0,0.794,0.1531,0.074,0,0.926,0.4019,0.191,0,0.809,0.5499,0,0,1,0,0,0.305,0.695,-0.6908,0,0,1,0,0.237,0.187,0.576,0.1779,0.195,0,0.805,0.4404,0.286,0.325,0.39,-0.0772,0,0,1,0,0,0,1,0,0,0.256,0.744,-0.4767,0,0.344,0.656,-0.6369,0,0,1,0,0,0.231,0.769,-0.4588,0,0,1,0
2015/2/6,0.17,0.5,0.33,-0.7906,0.1,0.4,0.5,-0.7003,0,0,1,0,0,0,1,0,0.104,0.052,0.843,0.3182,0.174,0,0.826,0.2263,0,0.218,0.782,-0.5994,0,0.189,0.811,-0.4215,0,0.213,0.787,-0.4019,0,0,1,0,0,0,1,0,0.231,0,0.769,0.34,0.141,0,0.859,0.5574,0.052,0.133,0.816,-0.6542,0,0.175,0.825,-0.5574,0.06,0.064,0.876,-0.0516,0.176,0.162,0.662,0.0516,0.261,0.198,0.541,0.1779,0.078,0,0.922,0.4019,0,0,1,0,0,0.32,0.68,-0.5106,0.145,0,0.855,0.1779,0.043,0.257,0.7,-0.8224,0.212,0.225,0.563,-0.0516,0.087,0.162,0.751,-0.5612
2015/2/9,0.277,0,0.723,0.3182,0,0.583,0.417,-0.7906,0,0.124,0.876,-0.1779,0.159,0,0.841,0.1779,0,0.231,0.769,-0.34,0,0,1,0,0,0.504,0.496,-0.7964,0.291,0,0.709,0.5719,0,0.258,0.742,-0.765,0,0,1,0,0.2,0.108,0.692,0.296,0.217,0,0.783,0.3612,0,0.125,0.875,-0.25,0,0,1,0,0,0,1,0,0.167,0.26,0.573,-0.6369,0,0.506,0.494,-0.6249,0.127,0.333,0.54,-0.8798,0.237,0,0.763,0.4215,0,0.204,0.796,-0.3182,0,0.149,0.851,-0.2732,0,0.457,0.543,-0.8555,0,0.302,0.698,-0.3818,0.213,0,0.787,0.4019,0,0.573,0.427,-0.8555
2015/2/10,0,0.25,0.75,-0.4588,0,0.167,0.833,-0.296,0,0.394,0.606,-0.7579,0.247,0,0.753,0.5574,0.16,0.107,0.733,0.0387,0,0.35,0.65,-0.6486,0,0.22,0.78,-0.8402,0,0,1,0,0.523,0.118,0.359,0.836,0.162,0.359,0.479,-0.5106,0,0.412,0.588,-0.743,0.141,0,0.859,0.3182,0,0,1,0,0,0.173,0.827,-0.3182,0.081,0.183,0.736,-0.6124,0.157,0.277,0.565,-0.5458,0,0.091,0.909,-0.1027,0.148,0.23,0.622,-0.1779,0.304,0,0.696,0.5859,0.127,0.169,0.704,-0.1531,0,0,1,0,0.075,0.241,0.684,-0.7579,0,0,1,0,0.386,0.222,0.392,0.3612,0,0.151,0.849,-0.4939
2015/2/11,0,0.497,0.503,-0.872,0,0,1,0,0,0,1,0,0.324,0,0.676,0.5859,0,0.278,0.722,-0.6124,0,0.225,0.775,-0.7003,0,0.328,0.672,-0.5994,0,0,1,0,0,0.519,0.481,-0.8658,0.118,0.172,0.71,-0.2263,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.111,0.889,-0.25,0,0,1,0,0,0.315,0.685,-0.8807,0,0,1,0,0,0,1,0,0,0.142,0.858,-0.7003,0,0,1,0,0.084,0,0.916,0.0258,0.141,0.166,0.693,-0.25,0.069,0.292,0.639,-0.8107,0,0,1,0
2015/2/12,0,0,1,0,0.212,0,0.788,0.5423,0,0,1,0,0,0,1,0,0,0.149,0.851,-0.2732,0,0.5,0.5,-0.9186,0,0.127,0.873,-0.4404,0,0.263,0.737,-0.3612,0,0,1,0,0,0,1,0,0.167,0.25,0.583,-0.25,0.194,0.186,0.62,0.0258,0,0,1,0,0,0,1,0,0,0,1,0,0,0.281,0.719,-0.5994,0,0,1,0,0,0.434,0.566,-0.7845,0.456,0.272,0.272,0.5719,0,0.179,0.821,-0.6249,0,0.231,0.769,-0.8658,0,0,1,0,0.038,0.112,0.849,-0.5719,0.144,0.065,0.791,0.4019,0.084,0.074,0.842,0.0772
2015/2/13,0,0.631,0.369,-0.9571,0,0.063,0.937,-0.3182,0,0,1,0,0,0.429,0.571,-0.875,0.126,0.213,0.661,-0.5994,0,0.336,0.664,-0.6207,0.072,0,0.928,0.2732,0,0.459,0.541,-0.9246,0,0.484,0.516,-0.8519,0,0.143,0.857,-0.4588,0,0.398,0.602,-0.6486,0.218,0,0.782,0.6486,0.036,0.412,0.552,-0.9278,0,0.252,0.748,-0.4019,0,0,1,0,0,0,1,0,0,0.251,0.749,-0.6908,0,0.167,0.833,-0.1027,0,0,1,0,0,0,1,0,0,0.412,0.588,-0.5994,0,0.369,0.631,-0.6249,0.298,0,0.702,0.6249,0,0.22,0.78,-0.4767,0,0.268,0.732,-0.5106
2015/2/17,0.102,0.159,0.739,-0.25,0,0.341,0.659,-0.4767,0,0.231,0.769,-0.34,0,0,1,0,0,0,1,0,0.033,0.28,0.687,-0.875,0,0.302,0.698,-0.5994,0.111,0.17,0.718,-0.4777,0,0.358,0.642,-0.5994,0.079,0.097,0.824,-0.1531,0.123,0.088,0.789,0.0516,0.208,0,0.792,0.2732,0,0.214,0.786,-0.4588,0.21,0,0.79,0.7269,0,0.34,0.66,-0.5574,0,0.479,0.521,-0.5574,0,0.293,0.707,-0.4404,0,0,1,0,0,0.268,0.732,-0.296,0,0.203,0.797,-0.7845,0,0.597,0.403,-0.8126,0.114,0.184,0.702,-0.2023,0.053,0.487,0.46,-0.9633,0,0.139,0.861,-0.4404,0,0,1,0
2015/2/18,0,0,1,0,0,0.217,0.783,-0.7351,0.175,0.205,0.62,-0.2422,0,0,1,0,0.342,0,0.658,0.3818,0,0.28,0.72,-0.5423,0,0.196,0.804,-0.6597,0,0.359,0.641,-0.4215,0,0,1,0,0.044,0.122,0.833,-0.5859,0,0.279,0.721,-0.6444,0,0.306,0.694,-0.8122,0.072,0,0.928,0.3612,0,0.167,0.833,-0.296,0,0.216,0.784,-0.5267,0,0,1,0,0.129,0.349,0.521,-0.8872,0.167,0,0.833,0.1531,0,0.454,0.546,-0.8074,0,0,1,0,0,0.477,0.523,-0.7491,0,0.571,0.429,-0.8402,0,0.337,0.663,-0.7269,0,0.388,0.612,-0.5859,0,0,1,0
2015/2/19,0,0,1,0,0.116,0.069,0.815,0.296,0.193,0.083,0.724,0.4939,0,0.314,0.686,-0.7506,0.128,0.22,0.652,-0.4939,0,0.444,0.556,-0.4939,0.183,0.138,0.679,0.1027,0.383,0,0.617,0.8689,0,0.272,0.728,-0.5413,0.178,0.173,0.649,0.0258,0.042,0.046,0.913,-0.0516,0,0.123,0.877,-0.1027,0.407,0,0.593,0.5859,0,0.231,0.769,-0.5574,0,0,1,0,0,0,1,0,0.176,0,0.824,0.4939,0.243,0.186,0.571,0.2023,0.144,0.162,0.693,-0.0735,0,0,1,0,0.052,0.114,0.833,-0.4939,0,0.135,0.865,-0.1027,0,0.375,0.625,-0.5859,0.15,0.24,0.61,-0.296,0.156,0.178,0.667,-0.0772
2015/2/20,0,0.098,0.902,-0.3818,0,0.091,0.909,-0.0258,0,0.368,0.632,-0.7506,0,0,1,0,0,0,1,0,0,0.134,0.866,-0.5267,0,0.17,0.83,-0.5994,0,0.211,0.789,-0.7906,0,0.22,0.78,-0.4767,0.175,0.147,0.678,0.128,0.033,0.314,0.653,-0.9477,0,0,1,0,0.066,0.1,0.833,-0.34,0,0.406,0.594,-0.4767,0,0.268,0.732,-0.5106,0,0.153,0.847,-0.2023,0.102,0.041,0.857,0.4588,0.134,0,0.866,0.4019,0,0.536,0.464,-0.886,0,0.341,0.659,-0.4767,0,0.389,0.611,-0.9201,0.32,0,0.68,0.5106,0,0,1,0,0,0.353,0.647,-0.7184,0.167,0.059,0.775,0.5574
2015/2/23,0.154,0.125,0.721,0.2263,0,0.156,0.844,-0.34,0.191,0,0.809,0.3818,0.425,0,0.575,0.5719,0,0,1,0,0,0,1,0,0,0.417,0.583,-0.6486,0,0.54,0.46,-0.6908,0.086,0.081,0.833,-0.2023,0,0.135,0.865,-0.128,0,0.118,0.882,-0.0516,0.314,0,0.686,0.296,0,0,1,0,0.194,0,0.806,0.5859,0.111,0,0.889,0.5413,0,0.348,0.652,-0.8402,0.046,0.254,0.7,-0.7619,0,0.207,0.793,-0.7783,0.121,0.108,0.771,0.128,0,0.28,0.72,-0.5423,0.24,0,0.76,0.6249,0,0,1,0,0,0.245,0.755,-0.3818,0,0.212,0.788,-0.3612,0,0,1,0
2015/2/24,0.06,0,0.94,0.2263,0,0.358,0.642,-0.5994,0,0.435,0.565,-0.7717,0.116,0.364,0.52,-0.6486,0,0,1,0,0.065,0.102,0.833,-0.34,0.097,0.097,0.806,0.0015,0,0.474,0.526,-0.6705,0,0,1,0,0.356,0,0.644,0.7351,0,0.224,0.776,-0.3818,0,0,1,0,0.21,0,0.79,0.4449,0.111,0.224,0.665,-0.6249,0.095,0.274,0.632,-0.7003,0,0,1,0,0,0.494,0.506,-0.5994,0.127,0.132,0.741,-0.0258,0,0,1,0,0.085,0,0.915,0.0772,0.178,0,0.822,0.0772,0,0.333,0.667,-0.7579,0,0,1,0,0,0,1,0,0,0,1,0
2015/2/25,0,0,1,0,0,0.278,0.722,-0.6597,0,0.159,0.841,-0.8442,0,0,1,0,0.22,0.196,0.584,-0.0772,0.136,0,0.864,0.0258,0,0,1,0,0.128,0.194,0.677,-0.6267,0,0,1,0,0.069,0.121,0.81,-0.1406,0,0,1,0,0,0,1,0,0,0.489,0.511,-0.7717,0.092,0.147,0.761,-0.25,0,0.253,0.747,-0.7269,0,0.172,0.828,-0.6369,0.12,0.177,0.703,-0.4588,0,0.231,0.769,-0.34,0,0,1,0,0.193,0,0.807,0.4767,0,0.255,0.745,-0.34,0.407,0.14,0.452,0.7096,0.086,0.161,0.753,-0.4767,0.144,0.257,0.599,-0.2263,0,0.25,0.75,-0.4588
2015/2/26,0,0.095,0.905,-0.296,0,0.167,0.833,-0.3818,0,0.515,0.485,-0.8176,0,0,1,0,0.037,0.184,0.779,-0.7845,0.245,0,0.755,0.3818,0,0,1,0,0,0.365,0.635,-0.5574,0,0.429,0.571,-0.5423,0,0.419,0.581,-0.8689,0,0.253,0.747,-0.8591,0,0.23,0.77,-0.9109,0.252,0,0.748,0.4019,0.102,0.045,0.854,0.4215,0,0,1,0,0,0.345,0.655,-0.7845,0,0.178,0.822,-0.3818,0,0.247,0.753,-0.3182,0,0.106,0.894,-0.2263,0,0,1,0,0,0.412,0.588,-0.7906,0,0.286,0.714,-0.4939,0.209,0.045,0.746,0.6597,0,0.151,0.849,-0.1531,0,0.412,0.588,-0.7184
2015/2/27,0.093,0.079,0.828,0.1027,0,0.524,0.476,-0.765,0,0,1,0,0.098,0.133,0.769,-0.4019,0.195,0.114,0.691,0.3254,0,0,1,0,0.278,0,0.722,0.8074,0.092,0.055,0.853,0.1779,0,0,1,0,0,0.239,0.761,-0.296,0.2,0,0.8,0.3612,0,0.322,0.678,-0.5859,0,0.231,0.769,-0.5574,0,0.112,0.888,-0.2263,0,0,1,0,0.147,0.154,0.699,-0.0258,0,0,1,0,0.132,0.104,0.764,0.1027,0,0.569,0.431,-0.765,0,0.231,0.769,-0.4019,0,0.213,0.787,-0.2263,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2015/3/2,0,0,1,0,0,0.22,0.78,-0.4767,0.171,0.105,0.724,0.25,0.317,0.134,0.549,0.4588,0,0,1,0,0.083,0,0.917,0.3906,0,0.681,0.319,-0.9153,0,0.231,0.769,-0.4588,0,0.359,0.641,-0.8442,0.081,0.147,0.772,-0.4019,0.131,0.285,0.584,-0.4767,0.176,0,0.824,0.128,0.351,0,0.649,0.6597,0.059,0,0.941,0.296,0.118,0.249,0.633,-0.4767,0,0.295,0.705,-0.5574,0,0.304,0.696,-0.8591,0,0.191,0.809,-0.3818,0,0,1,0,0,0,1,0,0.166,0.305,0.53,-0.4767,0.048,0.082,0.87,-0.34,0.304,0.161,0.536,0.34,0,0.437,0.563,-0.6369,0,0.33,0.67,-0.7096
2015/3/3,0.165,0.188,0.647,-0.1027,0,0,1,0,0.179,0,0.821,0.5719,0.304,0,0.696,0.5859,0.184,0,0.816,0.2023,0.122,0.122,0.756,0,0.327,0,0.673,0.5267,0,0,1,0,0,0,1,0,0,0.299,0.701,-0.8126,0,0,1,0,0,0.277,0.723,-0.3182,0.229,0.064,0.707,0.7845,0,0.104,0.896,-0.296,0,0.169,0.831,-0.7096,0.16,0,0.84,0.2263,0.093,0.364,0.543,-0.5423,0.273,0,0.727,0.4588,0.135,0.304,0.561,-0.4767,0,0,1,0,0.047,0.215,0.738,-0.8176,0,0,1,0,0,0,1,0,0,0,1,0,0.076,0.137,0.787,-0.2732
2015/3/4,0,0,1,0,0.092,0.185,0.723,-0.3182,0,0,1,0,0,0.435,0.565,-0.8271,0,0.289,0.711,-0.7579,0.271,0.168,0.561,0.2732,0,0.161,0.839,-0.6124,0,0,1,0,0.193,0.136,0.671,0.3818,0,0,1,0,0,0,1,0,0,0.202,0.798,-0.5106,0.098,0.13,0.773,-0.2006,0,0.234,0.766,-0.8294,0,0.172,0.828,-0.4019,0,0.269,0.731,-0.7906,0,0,1,0,0,0.268,0.732,-0.6597,0.15,0,0.85,0.5574,0,0.15,0.85,-0.3182,0.172,0,0.828,0.4404,0.111,0.148,0.741,-0.2263,0,0,1,0,0,0.323,0.677,-0.7964,0,0.672,0.328,-0.802
2015/3/5,0,0.311,0.689,-0.6068,0.111,0.228,0.661,-0.7311,0.121,0.327,0.553,-0.6249,0.061,0.091,0.848,-0.128,0,0.327,0.673,-0.9042,0.219,0,0.781,0.4215,0.049,0.122,0.829,-0.5859,0.197,0,0.803,0.4019,0,0.197,0.803,-0.2411,0.099,0,0.901,0.5267,0,0.277,0.723,-0.6808,0.114,0,0.886,0.5423,0.076,0.111,0.813,-0.101,0,0.124,0.876,-0.34,0.122,0,0.878,0.2023,0,0.12,0.88,-0.4588,0,0.652,0.348,-0.8176,0,0.063,0.937,-0.296,0.099,0.23,0.671,-0.4019,0.105,0.281,0.614,-0.6124,0,0.242,0.758,-0.8807,0,0.248,0.752,-0.5106,0.135,0.054,0.811,0.4019,0.194,0.126,0.68,0.1779,0.3,0.367,0.333,-0.2023
2015/3/6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.607,0.393,-0.8957,0,0.352,0.648,-0.5859,0,0.371,0.629,-0.8957,0.084,0.204,0.712,-0.8126,0,0.242,0.758,-0.4284,0.227,0,0.773,0.8625,0,0.383,0.617,-0.4767,0,0,1,0,0,0.281,0.719,-0.5994,0.03,0.186,0.784,-0.7773,0,0,1,0,0.164,0.239,0.597,-0.25,0,0.198,0.802,-0.7845,0,0,1,0,0,0.172,0.828,-0.8176,0,0.37,0.63,-0.6908,0,0.146,0.854,-0.0516,0.19,0.333,0.477,-0.4015,0,0.138,0.862,-0.6705,0,0.797,0.203,-0.8957,0.114,0.441,0.446,-0.765
2015/3/9,0,0.3,0.7,-0.8834,0,0.193,0.807,-0.4767,0,0,1,0,0,0.58,0.42,-0.8519,0.139,0,0.861,0.6124,0.077,0.259,0.664,-0.6361,0,0.32,0.68,-0.6908,0,0.385,0.615,-0.7845,0,0,1,0,0.171,0.333,0.495,-0.5574,0,0.294,0.706,-0.3612,0.118,0.224,0.658,-0.3818,0,0,1,0,0,0.394,0.606,-0.7579,0.067,0.458,0.475,-0.9186,0.276,0,0.724,0.7906,0,0,1,0,0,0,1,0,0.024,0.298,0.678,-0.9428,0,0.404,0.596,-0.7269,0,0,1,0,0,0.063,0.938,-0.1027,0.031,0.089,0.88,-0.3506,0.237,0.171,0.592,0.25,0,0.281,0.719,-0.5994
2015/3/10,0.03,0,0.97,0.0258,0,0.3,0.7,-0.4588,0.184,0,0.816,0.6597,0.152,0.072,0.776,0.4019,0.14,0.158,0.702,-0.0772,0,0,1,0,0,0,1,0,0.188,0.239,0.573,-0.1531,0.203,0,0.797,0.4215,0,0.25,0.75,-0.25,0.265,0.318,0.417,-0.1027,0,0.35,0.65,-0.9485,0.075,0.107,0.818,-0.25,0,0,1,0,0,0.219,0.781,-0.4215,0,0,1,0,0.285,0.051,0.665,0.8316,0,0.18,0.82,-0.2654,0,0.73,0.27,-0.926,0.358,0,0.642,0.9153,0,0.058,0.942,-0.2144,0,0.156,0.844,-0.34,0,0.403,0.597,-0.6597,0,0.369,0.631,-0.4767,0,0.58,0.42,-0.8074
2015/3/11,0.266,0,0.734,0.8126,0,0,1,0,0,0.221,0.779,-0.3724,0.128,0.234,0.638,-0.25,0,0.244,0.756,-0.4404,0,0,1,0,0,0,1,0,0,0.24,0.76,-0.7184,0.076,0.079,0.845,-0.0258,0,0,1,0,0,0.412,0.588,-0.743,0.109,0,0.891,0.4215,0.316,0,0.684,0.5719,0.091,0.16,0.749,-0.3818,0,0.383,0.617,-0.8271,0,0.379,0.621,-0.6705,0,0,1,0,0.289,0,0.711,0.7269,0.234,0.221,0.545,-0.1531,0.184,0,0.816,0.2023,0.147,0.31,0.543,-0.4588,0,0.2,0.8,-0.128,0.15,0.23,0.619,-0.2263,0,0.407,0.593,-0.8519,0.122,0.158,0.719,-0.128
2015/3/12,0,0.206,0.794,-0.5994,0,0.294,0.706,-0.9393,0.405,0,0.595,0.7783,0.237,0,0.763,0.4215,0.074,0.068,0.858,0.0772,0.122,0.14,0.738,0.128,0,0.263,0.737,-0.3612,0,0,1,0,0.153,0.313,0.533,-0.5267,0,0.161,0.839,-0.3182,0.123,0,0.877,0.5994,0,0,1,0,0.041,0.331,0.628,-0.9442,0.071,0.199,0.73,-0.6249,0.18,0,0.82,0.5106,0,0.227,0.773,-0.4767,0,0,1,0,0,0.519,0.481,-0.8957,0,0.553,0.447,-0.872,0.241,0.027,0.732,0.8316,0.291,0,0.709,0.4019,0,0.333,0.667,-0.4588,0.042,0.111,0.847,-0.4767,0,0,1,0,0.119,0,0.881,0.4019
2015/3/13,0,0.104,0.896,-0.4019,0.14,0.16,0.7,-0.1027,0.147,0,0.853,0.2263,0.062,0.113,0.825,-0.25,0.297,0,0.703,0.5859,0.128,0,0.872,0.2263,0,0.094,0.906,-0.4588,0.134,0.161,0.704,-0.21,0,0.286,0.714,-0.4939,0.252,0,0.748,0.4019,0,0.286,0.714,-0.296,0,0.26,0.74,-0.8689,0,0.063,0.937,-0.296,0,0.187,0.813,-0.6486,0,0.652,0.348,-0.8176,0.202,0,0.798,0.5106,0.472,0.122,0.406,0.7845,0.123,0,0.877,0.2732,0,0.259,0.741,-0.8271,0,0,1,0,0,0.42,0.58,-0.886,0,0,1,0,0.142,0,0.858,0.765,0.31,0,0.69,0.4019,0,0.213,0.787,-0.5859
